"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT05"
"USC00420061","ALPINE, UT US","2018-04-18","0.00","0.0","0.0","56","26","54",
"USC00420061","ALPINE, UT US","2018-04-19","0.00","0.0","0.0","66","42","62",
"USC00420061","ALPINE, UT US","2018-04-20","0.00","0.0","0.0","62","41","55",
"USC00420061","ALPINE, UT US","2018-04-21","0.00","0.0","0.0","67","35","66",
"USC00420061","ALPINE, UT US","2018-04-22","0.00","0.0","0.0","74","38","73",
"USC00420061","ALPINE, UT US","2018-04-23","0.00","0.0","0.0","73","51","62",
"USC00420061","ALPINE, UT US","2018-04-24","0.00","0.0","0.0","63","36","61",
"USC00420061","ALPINE, UT US","2018-04-25","0.00","0.0","0.0","71","36","70",
"USC00420061","ALPINE, UT US","2018-04-26","0.00","0.0","0.0","74","41","73",
"USC00420061","ALPINE, UT US","2018-04-27","0.00","0.0","0.0","82","43","81",
"USC00420061","ALPINE, UT US","2018-04-28","0.00","0.0","0.0","81","54","77",
"USC00420061","ALPINE, UT US","2018-04-29","0.00","0.0","0.0","77","45","62",
"USC00420061","ALPINE, UT US","2018-04-30","0.63","2.5","0.0","62","31","49",
"USC00420061","ALPINE, UT US","2018-05-01","0.00","0.0","0.0","58","33","55",
"USC00420061","ALPINE, UT US","2018-05-02","0.52","0.0","0.0","55","42","44",
"USC00420061","ALPINE, UT US","2018-05-03","0.06","0.0","0.0","63","38","62",
"USC00420061","ALPINE, UT US","2018-05-04","0.00","0.0","0.0","73","39","71",
"USC00420061","ALPINE, UT US","2018-05-05","0.00","0.0","0.0","75","44","73",
"USC00420061","ALPINE, UT US","2018-05-06","0.00","0.0","0.0","80","50","77",
"USC00420061","ALPINE, UT US","2018-05-07","0.00","0.0","0.0","79","55","75",
"USC00420061","ALPINE, UT US","2018-05-08","0.00","0.0","0.0","79","48","77",
"USC00420061","ALPINE, UT US","2018-05-09","0.00","0.0","0.0","82","53","80",
"USC00420061","ALPINE, UT US","2018-05-10","0.02","0.0","0.0","80","51","70",
"USC00420061","ALPINE, UT US","2018-05-11","0.21","0.0","0.0","70","47","47",
"USC00420061","ALPINE, UT US","2018-05-12","0.24","0.0","0.0","54","41","52",
"USC00420061","ALPINE, UT US","2018-05-13","0.00","0.0","0.0","66","35","62",
"USC00420061","ALPINE, UT US","2018-05-14","0.00","0.0","0.0","70","41","58",
"USC00420061","ALPINE, UT US","2018-05-15","0.46","0.0","0.0","73","41","71",
"USC00420061","ALPINE, UT US","2018-05-16","0.00","0.0","0.0","78","45","77",
"USC00420061","ALPINE, UT US","2018-05-17","0.00","0.0","0.0","78","46","69",
"USC00420061","ALPINE, UT US","2018-05-18","0.00","0.0","0.0","69","49","63",
"USC00420061","ALPINE, UT US","2018-05-19","0.00","0.0","0.0","73","45","70",
"USC00420061","ALPINE, UT US","2018-05-20","0.00","0.0","0.0","75","48","70",
"USC00420061","ALPINE, UT US","2018-05-21","0.00","0.0","0.0","78","47","76",
"USC00420061","ALPINE, UT US","2018-05-22","0.00","0.0","0.0","76","49","64",
"USC00420061","ALPINE, UT US","2018-05-23","0.01","0.0","0.0","73","44","66",
"USC00420061","ALPINE, UT US","2018-05-24","0.00","0.0","0.0","82","47","81",
"USC00420061","ALPINE, UT US","2018-05-25","0.00","0.0","0.0","85","50","84",
"USC00420061","ALPINE, UT US","2018-05-26","0.00","0.0","0.0","84","53","72",
"USC00420061","ALPINE, UT US","2018-05-27","0.03","0.0","0.0","72","51","60",
"USC00420061","ALPINE, UT US","2018-05-28","0.00","0.0","0.0","67","45","62",
"USC00420061","ALPINE, UT US","2018-05-29","0.01","0.0","0.0","74","44","73",
"USC00420061","ALPINE, UT US","2018-05-30","0.00","0.0","0.0","82","47","75",
"USC00420061","ALPINE, UT US","2018-05-31","0.00","0.0","0.0","82","51","80",
"USC00420061","ALPINE, UT US","2018-06-01","0.00","0.0","0.0","80","50","66",
"USC00420061","ALPINE, UT US","2018-06-02","0.00","0.0","0.0","77","41","74",
"USC00420061","ALPINE, UT US","2018-06-03","0.00","0.0","0.0","85","48","83",
"USC00420061","ALPINE, UT US","2018-06-04","0.00","0.0","0.0","92","51","91",
"USC00420061","ALPINE, UT US","2018-06-05","0.00","0.0","0.0","91","65","86",
"USC00420061","ALPINE, UT US","2018-06-06","0.00","0.0","0.0","89","57","89",
"USC00420061","ALPINE, UT US","2018-06-07","0.00","0.0","0.0","89","57","84",
"USC00420061","ALPINE, UT US","2018-06-08","0.00","0.0","0.0","88","55","86",
"USC00420061","ALPINE, UT US","2018-06-09","0.00","0.0","0.0","90","54","89",
"USC00420061","ALPINE, UT US","2018-06-10","0.00","0.0","0.0","89","54","66",
"USC00420061","ALPINE, UT US","2018-06-11","0.00","0.0","0.0","80","42","78",
"USC00420061","ALPINE, UT US","2018-06-12","0.00","0.0","0.0","82","47","81",
"USC00420061","ALPINE, UT US","2018-06-13","0.00","0.0","0.0","94","52","93",
"USC00420061","ALPINE, UT US","2018-06-14","0.00","0.0","0.0","93","63","90",
"USC00420061","ALPINE, UT US","2018-06-15","0.00","0.0","0.0","90","61","81",
"USC00420061","ALPINE, UT US","2018-06-16","0.00","0.0","0.0","81","59","80",
"USC00420061","ALPINE, UT US","2018-06-17","0.00","0.0","0.0","86","67","82",
"USC00420061","ALPINE, UT US","2018-06-18","0.00","0.0","0.0","82","53","74",
"USC00420061","ALPINE, UT US","2018-06-19","0.00","0.0","0.0","75","52","73",
"USC00420061","ALPINE, UT US","2018-06-20","0.00","0.0","0.0","82","49","81",
"USC00420061","ALPINE, UT US","2018-06-21","0.00","0.0","0.0","89","53","86",
"USC00420061","ALPINE, UT US","2018-06-22","0.00","0.0","0.0","86","57","79",
"USC00420061","ALPINE, UT US","2018-06-23","0.00","0.0","0.0","82","53","80",
"USC00420061","ALPINE, UT US","2018-06-24","0.00","0.0","0.0","80","50","79",
"USC00420061","ALPINE, UT US","2018-06-25","0.00","0.0","0.0","91","50","90",
"USC00420061","ALPINE, UT US","2018-06-26","0.00","0.0","0.0","96","58","93",
"USC00420061","ALPINE, UT US","2018-06-27","0.00","0.0","0.0","97","57","96",
"USC00420061","ALPINE, UT US","2018-06-28","0.00","0.0","0.0","96","67","90",
"USC00420061","ALPINE, UT US","2018-06-29","0.00","0.0","0.0","90","59","77",
"USC00420061","ALPINE, UT US","2018-06-30","0.00","0.0","0.0","77","53","73",
"USC00420061","ALPINE, UT US","2018-07-01","0.00","0.0","0.0","85","49","84",
"USC00420061","ALPINE, UT US","2018-07-02","0.00","0.0","0.0","90","53","89",
"USC00420061","ALPINE, UT US","2018-07-03","0.00","0.0","0.0","89","64","85",
"USC00420061","ALPINE, UT US","2018-07-04","0.00","0.0","0.0","93","55","92",
"USC00420061","ALPINE, UT US","2018-07-05","0.00","0.0","0.0","95","61","93",
"USC00420061","ALPINE, UT US","2018-07-06","0.00","0.0","0.0","99","65","98",
"USC00420061","ALPINE, UT US","2018-07-07","0.00","0.0","0.0","98","70","94",
"USC00420061","ALPINE, UT US","2018-07-08","0.02","0.0","0.0","96","65","92",
"USC00420061","ALPINE, UT US","2018-07-09","0.00","0.0","0.0","96","64","92",
"USC00420061","ALPINE, UT US","2018-07-10","0.00","0.0","0.0","95","65","94",
"USC00420061","ALPINE, UT US","2018-07-11","0.00","0.0","0.0","94","67","83",
"USC00420061","ALPINE, UT US","2018-07-12","0.00","0.0","0.0","91","65","90",
"USC00420061","ALPINE, UT US","2018-07-13","0.00","0.0","0.0","93","62","91",
"USC00420061","ALPINE, UT US","2018-07-14","0.00","0.0","0.0","91","71","84",
"USC00420061","ALPINE, UT US","2018-07-15","0.00","0.0","0.0","92","59","91",
"USC00420061","ALPINE, UT US","2018-07-16","0.00","0.0","0.0","96","64","95",
"USC00420061","ALPINE, UT US","2018-07-17","0.00","0.0","0.0","95","62","90",
"USC00420061","ALPINE, UT US","2018-07-18","0.00","0.0","0.0","93","62","92",
"USC00420061","ALPINE, UT US","2018-07-19","0.00","0.0","0.0","94","63","93",
"USC00420061","ALPINE, UT US","2018-07-20","0.00","0.0","0.0","93","66","90",
"USC00420061","ALPINE, UT US","2018-07-21","0.00","0.0","0.0","94","68","90",
"USC00420061","ALPINE, UT US","2018-07-22","0.00","0.0","0.0","90","66","83",
"USC00420061","ALPINE, UT US","2018-07-23","0.00","0.0","0.0","91","61","88",
"USC00420061","ALPINE, UT US","2018-07-24","0.00","0.0","0.0","95","61","94",
"USC00420061","ALPINE, UT US","2018-07-25","0.00","0.0","0.0","94","70","92",
"USC00420061","ALPINE, UT US","2018-07-26","0.00","0.0","0.0","92","65","91",
"USC00420061","ALPINE, UT US","2018-07-27","0.00","0.0","0.0","94","66","91",
"USC00420061","ALPINE, UT US","2018-07-28","0.23","0.0","0.0","93","63","91",
"USC00420061","ALPINE, UT US","2018-07-29","0.00","0.0","0.0","91","61","88",
"USC00420061","ALPINE, UT US","2018-07-30","0.00","0.0","0.0","92","56","91",
"USC00420061","ALPINE, UT US","2018-07-31","0.00","0.0","0.0","95","58","93",
"USC00420061","ALPINE, UT US","2018-08-01","0.00","0.0","0.0","94","70","92",
"USC00420061","ALPINE, UT US","2018-08-02","0.14","0.0","0.0","92","64","83",
"USC00420061","ALPINE, UT US","2018-08-03","0.01","0.0","0.0","89","62","88",
"USC00420061","ALPINE, UT US","2018-08-04","0.00","0.0","0.0","89","60","87",
"USC00420061","ALPINE, UT US","2018-08-05","0.00","0.0","0.0","87","60","85",
"USC00420061","ALPINE, UT US","2018-08-06","0.00","0.0","0.0","88","54","86",
"USC00420061","ALPINE, UT US","2018-08-07","0.00","0.0","0.0","89","53","88",
"USC00420061","ALPINE, UT US","2018-08-08","0.00","0.0","0.0","91","56","89",
"USC00420061","ALPINE, UT US","2018-08-09","0.00","0.0","0.0","93","57","92",
"USC00420061","ALPINE, UT US","2018-08-10","0.00","0.0","0.0","96","62","94",
"USC00420061","ALPINE, UT US","2018-08-11","0.00","0.0","0.0","94","62","93",
"USC00420061","ALPINE, UT US","2018-08-12","0.00","0.0","0.0","93","63","91",
"USC00420061","ALPINE, UT US","2018-08-13","0.00","0.0","0.0","93","65","89",
"USC00420061","ALPINE, UT US","2018-08-14","0.00","0.0","0.0","91","64","89",
"USC00420061","ALPINE, UT US","2018-08-15","0.00","0.0","0.0","89","58","87",
"USC00420061","ALPINE, UT US","2018-08-16","0.02","0.0","0.0","90","62","89",
"USC00420061","ALPINE, UT US","2018-08-17","0.00","0.0","0.0","91","61","85",
"USC00420061","ALPINE, UT US","2018-08-18","0.02","0.0","0.0","85","55","80",
"USC00420061","ALPINE, UT US","2018-08-19","0.00","0.0","0.0","87","54","84",
"USC00420061","ALPINE, UT US","2018-08-20","0.03","0.0","0.0","90","57","81",
"USC00420061","ALPINE, UT US","2018-08-21","0.00","0.0","0.0","84","59","79",
"USC00420061","ALPINE, UT US","2018-08-22","0.07","0.0","0.0","79","65","69",
"USC00420061","ALPINE, UT US","2018-08-23","0.19","0.0","0.0","83","52","82",
"USC00420061","ALPINE, UT US","2018-08-24","0.00","0.0","0.0","88","57","80",
"USC00420061","ALPINE, UT US","2018-08-25","0.00","0.0","0.0","90","64","85",
"USC00420061","ALPINE, UT US","2018-08-26","0.00","0.0","0.0","87","60","80",
"USC00420061","ALPINE, UT US","2018-08-27","0.00","0.0","0.0","80","61","75",
"USC00420061","ALPINE, UT US","2018-08-28","0.00","0.0","0.0","77","49","74",
"USC00420061","ALPINE, UT US","2018-08-29","0.00","0.0","0.0","87","49","85",
"USC00420061","ALPINE, UT US","2018-08-30","0.00","0.0","0.0","86","61","79",
"USC00420061","ALPINE, UT US","2018-08-31","0.00","0.0","0.0","86","57","82",
"USC00420061","ALPINE, UT US","2018-09-01","0.00","0.0","0.0","82","52","80",
"USC00420061","ALPINE, UT US","2018-09-02","0.00","0.0","0.0","85","50","83",
"USC00420061","ALPINE, UT US","2018-09-03","0.00","0.0","0.0","86","52","82",
"USC00420061","ALPINE, UT US","2018-09-04","0.00","0.0","0.0","84","52","81",
"USC00420061","ALPINE, UT US","2018-09-05","0.00","0.0","0.0","86","52","82",
"USC00420061","ALPINE, UT US","2018-09-06","0.00","0.0","0.0","86","55","81",
"USC00420061","ALPINE, UT US","2018-09-07","0.00","0.0","0.0","86","57","85",
"USC00420061","ALPINE, UT US","2018-09-08","0.00","0.0","0.0","89","57","84",
"USC00420061","ALPINE, UT US","2018-09-09","0.00","0.0","0.0","87","54","84",
"USC00420061","ALPINE, UT US","2018-09-10","0.00","0.0","0.0","91","53","90",
"USC00420061","ALPINE, UT US","2018-09-11","0.00","0.0","0.0","90","59","88",
"USC00420061","ALPINE, UT US","2018-09-12","0.00","0.0","0.0","88","60","79",
"USC00420061","ALPINE, UT US","2018-09-13","0.00","0.0","0.0","83","58","80",
"USC00420061","ALPINE, UT US","2018-09-14","0.00","0.0","0.0","86","58","85",
"USC00420061","ALPINE, UT US","2018-09-15","0.00","0.0","0.0","89","56","86",
"USC00420061","ALPINE, UT US","2018-09-16","0.00","0.0","0.0","87","62","83",
"USC00420061","ALPINE, UT US","2018-09-17","0.00","0.0","0.0","87","60","86",
"USC00420061","ALPINE, UT US","2018-09-18","0.00","0.0","0.0","86","58","84",
"USC00420061","ALPINE, UT US","2018-09-19","0.00","0.0","0.0","84","56","82",
"USC00420061","ALPINE, UT US","2018-09-20","0.00","0.0","0.0","82","47","70",
"USC00420061","ALPINE, UT US","2018-09-21","0.00","0.0","0.0","82","41","80",
"USC00420061","ALPINE, UT US","2018-09-22","0.00","0.0","0.0","84","47","81",
"USC00420061","ALPINE, UT US","2018-09-23","0.00","0.0","0.0","81","58","81",
"USC00420061","ALPINE, UT US","2018-09-24","0.01","0.0","0.0","81","48","68",
"USC00420061","ALPINE, UT US","2018-09-25","0.00","0.0","0.0","70","39","64",
"USC00420061","ALPINE, UT US","2018-09-26","0.00","0.0","0.0","72","38","68",
"USC00420061","ALPINE, UT US","2018-09-27","0.00","0.0","0.0","78","40","76",
"USC00420061","ALPINE, UT US","2018-09-28","0.00","0.0","0.0","83","43","79",
"USC00420061","ALPINE, UT US","2018-09-29","0.00","0.0","0.0","82","59","79",
"USC00420061","ALPINE, UT US","2018-09-30","0.02","0.0","0.0","79","60","77",
"USC00420061","ALPINE, UT US","2018-10-01","0.00","0.0","0.0","78","47","71",
"USC00420061","ALPINE, UT US","2018-10-02","0.00","0.0","0.0","77","57","68",
"USC00420061","ALPINE, UT US","2018-10-03","0.48","0.0","0.0","72","52","66",
"USC00420061","ALPINE, UT US","2018-10-04","0.43","0.0","0.0","69","51","59",
"USC00420061","ALPINE, UT US","2018-10-05","0.39","0.0","0.0","59","45","52",
"USC00420061","ALPINE, UT US","2018-10-06","0.00","0.0","0.0","57","38","52",
"USC00420061","ALPINE, UT US","2018-10-07","0.05","0.0","0.0","53","43","50",
"USC00420061","ALPINE, UT US","2018-10-08","0.09","0.0","0.0","52","42","49",
"USC00420061","ALPINE, UT US","2018-10-09","0.00","0.0","0.0","53","33","52",
"USC00420061","ALPINE, UT US","2018-10-10","1.30","0.0","0.0","52","34","44",
"USC00420061","ALPINE, UT US","2018-10-11","0.03","0.0","0.0","51","35","47",
"USC00420061","ALPINE, UT US","2018-10-12","0.00","0.0","0.0","56","32","54",
"USC00420061","ALPINE, UT US","2018-10-13","0.00","0.0","0.0","61","33","55",
"USC00420061","ALPINE, UT US","2018-10-14","0.05","0.6","0.0","55","29","38",
"USC00420061","ALPINE, UT US","2018-10-15","0.00","0.0","0.0","49","24","44",
"USC00420061","ALPINE, UT US","2018-10-16","0.00","0.0","0.0","58","29","52",
"USC00420061","ALPINE, UT US","2018-10-17","0.00","0.0","0.0","60","35","55",
"USC00420061","ALPINE, UT US","2018-10-18","0.00","0.0","0.0","58","38","57",
"USC00420061","ALPINE, UT US","2018-10-19","0.00","0.0","0.0","64","34","59",
"USC00420061","ALPINE, UT US","2018-10-20","0.00","0.0","0.0","72","37","65",
"USC00420061","ALPINE, UT US","2018-10-21","0.00","0.0","0.0","69","42","60",
"USC00420061","ALPINE, UT US","2018-10-22","0.01","0.0","0.0","65","41","57",
"USC00420061","ALPINE, UT US","2018-10-23","0.03","0.0","0.0","65","44","63",
"USC00420061","ALPINE, UT US","2018-10-24","0.00","0.0","0.0","65","38","61",
"USC00420061","ALPINE, UT US","2018-10-25","0.04","0.0","0.0","61","45","52",
"USC00420061","ALPINE, UT US","2018-10-26","0.00","0.0","0.0","62","34","57",
"USC00420061","ALPINE, UT US","2018-10-27","0.00","0.0","0.0","71","39","64",
"USC00420061","ALPINE, UT US","2018-10-28","0.00","0.0","0.0","73","43","63",
"USC00420061","ALPINE, UT US","2018-10-29","0.00","0.0","0.0","63","51","51",
"USC00420061","ALPINE, UT US","2018-10-30","0.00","0.0","0.0","51","30","39",
"USC00420061","ALPINE, UT US","2018-10-31","0.00","0.0","0.0","45","25","43",
"USC00420061","ALPINE, UT US","2018-11-01","0.07","0.0","0.0","43","37","40",
"USC00420061","ALPINE, UT US","2018-11-02","0.06","0.0","0.0","60","40","56",
"USC00420061","ALPINE, UT US","2018-11-03","0.06","0.0","0.0","56","38","46",
"USC00420061","ALPINE, UT US","2018-11-04","0.00","0.0","0.0","47","33","44",
"USC00420061","ALPINE, UT US","2018-11-05","0.00","0.0","0.0","52","34","43",
"USC00420061","ALPINE, UT US","2018-11-06","0.00","0.0","0.0","46","30","36",
"USC00420061","ALPINE, UT US","2018-11-07","0.00","0.0","0.0","48","26","39",
"USC00420061","ALPINE, UT US","2018-11-08","0.00","0.0","0.0","43","22","33",
"USC00420061","ALPINE, UT US","2018-11-09","0.00","0.0","0.0","44","20","32",
"USC00420061","ALPINE, UT US","2018-11-10","0.00","0.0","0.0","50","25","41",
"USC00420061","ALPINE, UT US","2018-11-11","0.03","0.5","0.0","41","26","32",
"USC00420061","ALPINE, UT US","2018-11-12","0.00","0.0","0.0","39","19","30",
"USC00420061","ALPINE, UT US","2018-11-13","0.00","0.0","0.0","43","19","31",
"USC00420061","ALPINE, UT US","2018-11-14","0.00","0.0","0.0","50","22","38",
"USC00420061","ALPINE, UT US","2018-11-15","0.00","0.0","0.0","52","24","38",
"USC00420061","ALPINE, UT US","2018-11-16","0.00","0.0","0.0","55","26","44",
"USC00420061","ALPINE, UT US","2018-11-17","0.00","0.0","0.0","44","28","37",
"USC00420061","ALPINE, UT US","2018-11-18","0.00","0.0","0.0","43","22","33",
"USC00420061","ALPINE, UT US","2018-11-19","0.00","0.0","0.0","45","19","33",
"USC00420061","ALPINE, UT US","2018-11-20","0.00","0.0","0.0","47","19","35",
"USC00420061","ALPINE, UT US","2018-11-21","0.00","0.0","0.0","55","20","40",
"USC00420061","ALPINE, UT US","2018-11-22","0.42","0.3","0.0","46","32","34",
"USC00420061","ALPINE, UT US","2018-11-23","0.00","0.0","0.0","52","34","46",
"USC00420061","ALPINE, UT US","2018-11-24","0.33","0.0","0.0","46","32","33",
"USC00420061","ALPINE, UT US","2018-11-25","0.00","0.0","0.0","39","19","29",
"USC00420061","ALPINE, UT US","2018-11-26","0.00","0.0","0.0","40","18","29",
"USC00420061","ALPINE, UT US","2018-11-27","0.00","0.0","0.0","47","22","41",
"USC00420061","ALPINE, UT US","2018-11-28","0.07","0.0","0.0","43","37","37",
"USC00420061","ALPINE, UT US","2018-11-29","0.47","0.0","0.0","40","32","39",
"USC00420061","ALPINE, UT US","2018-11-30","0.44","0.0","0.0","42","34","35",
"USC00420061","ALPINE, UT US","2018-12-01","0.11","1.0","0.0","36","25","34",
"USC00420061","ALPINE, UT US","2018-12-02","0.40","4.5","4.0","34","27","27",
"USC00420061","ALPINE, UT US","2018-12-03","0.09","1.0","5.0","31","22","22",
"USC00420061","ALPINE, UT US","2018-12-04","0.00","0.0","5.0","26","9","17",
"USC00420061","ALPINE, UT US","2018-12-05","0.00","0.0","5.0","30","17","27",
"USC00420061","ALPINE, UT US","2018-12-06","0.00","0.0","4.0","33","19","29",
"USC00420061","ALPINE, UT US","2018-12-07","0.00","0.0","3.0","39","25","33",
"USC00420061","ALPINE, UT US","2018-12-08","0.00","0.0","2.0","40","26","32",
"USC00420061","ALPINE, UT US","2018-12-09","0.00","0.0","2.0","34","22","30",
"USC00420061","ALPINE, UT US","2018-12-10","0.00","0.0","1.0","43","23","33",
"USC00420061","ALPINE, UT US","2018-12-11","0.00","0.0","1.0","33","25","28",
"USC00420061","ALPINE, UT US","2018-12-12","0.10","1.0","1.0","34","23","31",
"USC00420061","ALPINE, UT US","2018-12-13","0.00","0.0","1.0","34","15","26",
"USC00420061","ALPINE, UT US","2018-12-14","0.00","0.0","0.0","40","16","30",
"USC00420061","ALPINE, UT US","2018-12-15","0.00","0.0","0.0","54","29","38",
"USC00420061","ALPINE, UT US","2018-12-16","0.00","0.0","0.0","52","26","37",
"USC00420061","ALPINE, UT US","2018-12-17","0.00","0.0","0.0","49","31","41",
"USC00420061","ALPINE, UT US","2018-12-18","0.00","0.0","0.0","46","31","41",
"USC00420061","ALPINE, UT US","2018-12-19","0.00","0.0","0.0","46","36","37",
"USC00420061","ALPINE, UT US","2018-12-20","0.00","0.0","0.0","50","24","38",
"USC00420061","ALPINE, UT US","2018-12-21","0.05","0.0","0.0","46","35","42",
"USC00420061","ALPINE, UT US","2018-12-22","0.01","0.0","0.0","42","24","29",
"USC00420061","ALPINE, UT US","2018-12-23","0.00","0.0","0.0","43","21","38",
"USC00420061","ALPINE, UT US","2018-12-24","0.00","0.0","0.0","44","32","36",
"USC00420061","ALPINE, UT US","2018-12-25","0.07","0.0","0.0","44","34","35",
"USC00420061","ALPINE, UT US","2018-12-26","0.08","0.7","0.0","35","27","27",
"USC00420061","ALPINE, UT US","2018-12-27","0.08","1.0","1.0","27","19","23",
"USC00420061","ALPINE, UT US","2018-12-28","0.00","0.0","1.0","30","13","22",
"USC00420061","ALPINE, UT US","2018-12-29","0.05","1.1","2.0","24","13","21",
"USC00420061","ALPINE, UT US","2018-12-30","0.06","1.0","3.0","32","21","29",
"USC00420061","ALPINE, UT US","2018-12-31","0.18","3.3","6.0","29","7","19",
"USC00420061","ALPINE, UT US","2019-01-01","0.00","0.0","6.0","20","0","11",
"USC00420061","ALPINE, UT US","2019-01-02","0.00","0.0","5.0","20","1","13",
"USC00420061","ALPINE, UT US","2019-01-03","0.00","0.0","4.0","28","5","20",
"USC00420061","ALPINE, UT US","2019-01-04","0.00","0.0","3.0","35","10","27",
"USC00420061","ALPINE, UT US","2019-01-05","0.00","0.0","2.0","41","18","36",
"USC00420061","ALPINE, UT US","2019-01-06","1.10","8.0","6.0","36","30","30",
"USC00420061","ALPINE, UT US","2019-01-07","0.29","3.0","7.0","36","30","33",
"USC00420061","ALPINE, UT US","2019-01-08","0.00","0.0","5.0","43","26","35",
"USC00420061","ALPINE, UT US","2019-01-09","0.00","0.0","4.0","50","29","39",
"USC00420061","ALPINE, UT US","2019-01-10","0.00","0.0","3.0","48","29","36",
"USC00420061","ALPINE, UT US","2019-01-11","0.00","0.0","3.0","41","31","32",
"USC00420061","ALPINE, UT US","2019-01-12","0.00","0.0","3.0","32","19","26",
"USC00420061","ALPINE, UT US","2019-01-13","0.00","0.0","3.0","36","17","26",
"USC00420061","ALPINE, UT US","2019-01-14","0.00","0.0","3.0","36","17","27",
"USC00420061","ALPINE, UT US","2019-01-15","0.00","0.0","3.0","37","22","34",
"USC00420061","ALPINE, UT US","2019-01-16","0.33","1.0","2.0","41","32","38",
"USC00420061","ALPINE, UT US","2019-01-17","0.89","0.0","1.0","44","35","37",
"USC00420061","ALPINE, UT US","2019-01-18","0.65","3.5","4.0","38","26","32",
"USC00420061","ALPINE, UT US","2019-01-19","0.00","0.0","4.0","38","21","36",
"USC00420061","ALPINE, UT US","2019-01-20","0.00","0.0","4.0","45","30","41",
"USC00420061","ALPINE, UT US","2019-01-21","0.86","7.5","12.0","43","28","28",
"USC00420061","ALPINE, UT US","2019-01-22","0.00","0.0","11.0","30","16","23",
"USC00420061","ALPINE, UT US","2019-01-23","0.00","0.0","11.0","31","14","28",
"USC00420061","ALPINE, UT US","2019-01-24","0.20","2.2","11.0","39","26","34",
"USC00420061","ALPINE, UT US","2019-01-25","0.00","0.0","10.0","40","21","33",
"USC00420061","ALPINE, UT US","2019-01-26","0.00","0.0","10.0","39","20","32",
"USC00420061","ALPINE, UT US","2019-01-27","0.00","0.0","9.0","41","22","34",
"USC00420061","ALPINE, UT US","2019-01-28","0.00","0.0","9.0","42","23","33",
"USC00420061","ALPINE, UT US","2019-01-29","0.00","0.0","8.0","41","21","34",
"USC00420061","ALPINE, UT US","2019-01-30","0.00","0.0","7.0","40","15","34",
"USC00420061","ALPINE, UT US","2019-01-31","0.00","0.0","7.0","46","28","36",
"USC00420061","ALPINE, UT US","2019-02-01","0.00","0.0","6.0","54","23","44",
"USC00420061","ALPINE, UT US","2019-02-02","0.00","0.0","5.0","52","34","46",
"USC00420061","ALPINE, UT US","2019-02-03","0.38","0.0","5.0","46","38","41",
"USC00420061","ALPINE, UT US","2019-02-04","0.00","0.0","5.0","42","40","42",
"USC00420061","ALPINE, UT US","2019-02-05","0.15","0.5","6.0","42","29","32",
"USC00420061","ALPINE, UT US","2019-02-06","1.10","14.0","19.0","32","17","21",
"USC00420061","ALPINE, UT US","2019-02-07","0.00","0.0","15.0","26","11","20",
"USC00420061","ALPINE, UT US","2019-02-08","0.00","0.0","14.0","35","4","29",
"USC00420061","ALPINE, UT US","2019-02-09","0.00","0.0","13.0","36","17","32",
"USC00420061","ALPINE, UT US","2019-02-10","0.00","0.0","12.0","41","29","36",
"USC00420061","ALPINE, UT US","2019-02-11","0.13","2.0","13.0","36","10","24",
"USC00420061","ALPINE, UT US","2019-02-12","0.00","0.0","12.0","42","12","38",
"USC00420061","ALPINE, UT US","2019-02-13","0.25","1.7","13.0","45","32","34",
"USC00420061","ALPINE, UT US","2019-02-14","0.67","0.0","10.0","47","34","37",
"USC00420061","ALPINE, UT US","2019-02-15","0.00","0.0","7.0","49","33","43",
"USC00420061","ALPINE, UT US","2019-02-16","0.00","0.0","7.0","43","25","29",
"USC00420061","ALPINE, UT US","2019-02-17","0.28","2.5","9.0","34","17","26",
"USC00420061","ALPINE, UT US","2019-02-18","0.00","0.0","8.0","34","16","26",
"USC00420061","ALPINE, UT US","2019-02-19","0.10","2.0","9.0","26","14","18",
"USC00420061","ALPINE, UT US","2019-02-20","0.00","0.0","8.0","30","17","26",
"USC00420061","ALPINE, UT US","2019-02-21","0.00","0.0","7.0","33","13","28",
"USC00420061","ALPINE, UT US","2019-02-22","0.11","1.2","6.0","30","19","26",
"USC00420061","ALPINE, UT US","2019-02-23","0.00","0.0","5.0","33","15","30",
"USC00420061","ALPINE, UT US","2019-02-24","0.00","0.0","4.0","44","17","40",
"USC00420061","ALPINE, UT US","2019-02-25","0.00","0.0","2.0","50","32","47",
"USC00420061","ALPINE, UT US","2019-02-26","0.00","0.0","2.0","54","40","50",
"USC00420061","ALPINE, UT US","2019-02-27","0.08","0.0","1.0","51","38","47",
"USC00420061","ALPINE, UT US","2019-02-28","0.00","0.0","1.0","54","36","47",
"USC00420061","ALPINE, UT US","2019-03-01","0.00","0.0","1.0","50","34","46",
"USC00420061","ALPINE, UT US","2019-03-02","0.25","1.7","1.0","46","31","32",
"USC00420061","ALPINE, UT US","2019-03-03","0.41","6.0","4.0","36","29","33",
"USC00420061","ALPINE, UT US","2019-03-04","0.00","0.0","3.0","40","26","37",
"USC00420061","ALPINE, UT US","2019-03-05","0.00","0.0","1.0","47","27","42",
"USC00420061","ALPINE, UT US","2019-03-06","0.26","0.0","0.0","51","38","42",
"USC00420061","ALPINE, UT US","2019-03-07","0.22","0.0","0.0","49","39","40",
